artist_names,artist_url,artist_id,track_names,track_url,track_id,popularity
PSY,{'spotify': 'https://open.spotify.com/artist/2dd5mrQZvg6SmahdgVKDzh'},2dd5mrQZvg6SmahdgVKDzh,Now (feat. Hwa Sa),{'spotify': 'https://open.spotify.com/track/3tXzsm4d0w4w1Dyx7Eo88g'},3tXzsm4d0w4w1Dyx7Eo88g,37
Harry Styles,{'spotify': 'https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3'},6KImCVD70vtIoJWnq6nGn3,As It Was,{'spotify': 'https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7'},4LRPiXqCikLlN15c3yImP7,96
Sergei Rachmaninoff,{'spotify': 'https://open.spotify.com/artist/0Kekt6CKSo0m5mivKcoH51'},0Kekt6CKSo0m5mivKcoH51,"Symphony No. 2 in E Minor, Op. 27: III. Adagio",{'spotify': 'https://open.spotify.com/track/69zZDJOv5rV9oTXdQVs4yV'},69zZDJOv5rV9oTXdQVs4yV,36
J. Cole,{'spotify': 'https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5'},6l3HvQ5sa6mXTsMTB19rO5,No Role Modelz,{'spotify': 'https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr'},68Dni7IE4VyPkTOH9mRWHr,87
Jason Derulo,{'spotify': 'https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y'},07YZf4WDAMNwqr4jfgOZ8y,Wiggle (feat. Snoop Dogg),{'spotify': 'https://open.spotify.com/track/1MzXFDFEdndvOReLnoZ0p7'},1MzXFDFEdndvOReLnoZ0p7,52
The Streets,{'spotify': 'https://open.spotify.com/artist/4GvOygVQquMaPm8oAc0vXi'},4GvOygVQquMaPm8oAc0vXi,Dry Your Eyes,{'spotify': 'https://open.spotify.com/track/3PEx44by2Pe7E6M8tgqE5N'},3PEx44by2Pe7E6M8tgqE5N,53
Victoria Monét,{'spotify': 'https://open.spotify.com/artist/63XBtGSEZINSyXylZxEUbv'},63XBtGSEZINSyXylZxEUbv,Dive,{'spotify': 'https://open.spotify.com/track/0X0MCiE18F0xztZ6G6lQuz'},0X0MCiE18F0xztZ6G6lQuz,52
Doja Cat,{'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'},5cj0lLjcoR7YOSnhnX0Po5,Ain't Shit,{'spotify': 'https://open.spotify.com/track/2VT56hhAcF0D3lGx9PUthf'},2VT56hhAcF0D3lGx9PUthf,61
SZA,{'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'},7tYKF4w9nC0nq9CsPZTHyP,Love Galore (feat. Travis Scott),{'spotify': 'https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs'},0q75NwOoFiARAVp4EXU4Bs,76
SZA,{'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'},7tYKF4w9nC0nq9CsPZTHyP,I Hate U,{'spotify': 'https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H'},5dXWFMwD7I7zXsInONVl0H,78
David Tao,{'spotify': 'https://open.spotify.com/artist/40tNK2YedBV2jRFAHxpifB'},40tNK2YedBV2jRFAHxpifB,沙灘,{'spotify': 'https://open.spotify.com/track/1M54Y8kZqO2kx8Qk7nSe4B'},1M54Y8kZqO2kx8Qk7nSe4B,40
Robert Schumann,{'spotify': 'https://open.spotify.com/artist/2UqjDAXnDxejEyE0CzfUrZ'},2UqjDAXnDxejEyE0CzfUrZ,"Piano Concerto in A Minor, Op. 54: III. Allegro vivace",{'spotify': 'https://open.spotify.com/track/0nSvb84iZfS1jRZ3kw4J7y'},0nSvb84iZfS1jRZ3kw4J7y,16
Masiwei,{'spotify': 'https://open.spotify.com/artist/0fyaEHmSmZs2YWMgbruITA'},0fyaEHmSmZs2YWMgbruITA,Why,{'spotify': 'https://open.spotify.com/track/11sh62oZ9zVFiViz2lHzmr'},11sh62oZ9zVFiViz2lHzmr,19
Masiwei,{'spotify': 'https://open.spotify.com/artist/0fyaEHmSmZs2YWMgbruITA'},0fyaEHmSmZs2YWMgbruITA,Little Match Girl,{'spotify': 'https://open.spotify.com/track/28TRiXOS7urvH9SZR8OJW6'},28TRiXOS7urvH9SZR8OJW6,24
Bow Wow,{'spotify': 'https://open.spotify.com/artist/7352aRY2mqSxBZwzUb6LmA'},7352aRY2mqSxBZwzUb6LmA,Let Me Hold You (feat. Omarion),{'spotify': 'https://open.spotify.com/track/1oNToERLIN71YCPLbRIQGQ'},1oNToERLIN71YCPLbRIQGQ,63
Hope Tala,{'spotify': 'https://open.spotify.com/artist/74CcYmmNeHKe5PrZaISk8e'},74CcYmmNeHKe5PrZaISk8e,All My Girls Like To Fight,{'spotify': 'https://open.spotify.com/track/6rCuplMDiFQVSca77OQocz'},6rCuplMDiFQVSca77OQocz,56
Hope Tala,{'spotify': 'https://open.spotify.com/artist/74CcYmmNeHKe5PrZaISk8e'},74CcYmmNeHKe5PrZaISk8e,Lovestained,{'spotify': 'https://open.spotify.com/track/5I67IXwHIMi0svzyp7GxUe'},5I67IXwHIMi0svzyp7GxUe,46
Hope Tala,{'spotify': 'https://open.spotify.com/artist/74CcYmmNeHKe5PrZaISk8e'},74CcYmmNeHKe5PrZaISk8e,Mulholland,{'spotify': 'https://open.spotify.com/track/4uvsFVpFwARxx5lEfcpPmM'},4uvsFVpFwARxx5lEfcpPmM,51
