Artist_names,Artist_url,Artist_id,Track_names,Track_url,Track_id,Popularity
The F16s,https://open.spotify.com/artist/5PVlXEAvlt6SfYpWBYTM4C,5PVlXEAvlt6SfYpWBYTM4C,Easy Bake Easy Wake,https://open.spotify.com/track/37jlSwK5rjIOTvkzAeV21B,37jlSwK5rjIOTvkzAeV21B,24
ARAI,https://open.spotify.com/artist/1eDyy2XYcoDiJpzCEIR7bd,1eDyy2XYcoDiJpzCEIR7bd,Featuring Uzuhan,https://open.spotify.com/track/4jfEgzf3Oulw0AxeiIQghH,4jfEgzf3Oulw0AxeiIQghH,36
Hope Tala,https://open.spotify.com/artist/74CcYmmNeHKe5PrZaISk8e,74CcYmmNeHKe5PrZaISk8e,Tiptoeing,https://open.spotify.com/track/3ZptYblxFPhvIJ0RRRozk9,3ZptYblxFPhvIJ0RRRozk9,56
Doja Cat,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,5cj0lLjcoR7YOSnhnX0Po5,Ain't Shit,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,5lAnYvAIkSDNXqfo7DyFUm,80
Joji,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,3MZsBdqDrRTJihTHQrO6Dq,SLOW DANCING IN THE DARK,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,0rKtyWc8bvkriBthvHKY8d,85
DJ Khaled,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,0QHgL1lAIqAw0HtD7YldmP,LET IT GO (feat. Justin Bieber & 21 Savage),https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX,1cEhrSF6EylAEqdhUGuNpX,68
WizKid,https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3r,3tVQdUvClmAT7URs9V3rsp,Essence (feat. Justin Bieber & Tems),https://open.spotify.com/track/1mSdbey7RstGLY2udgXv74,1mSdbey7RstGLY2udgXv74,68
Teddy Adhitya,https://open.spotify.com/artist/7dOswEYzOtTMECumrZ3NHY,7dOswEYzOtTMECumrZ3NHY,Langit Favoritku,https://open.spotify.com/track/22erAHtusIHAIuIMhHMKhR,22erAHtusIHAIuIMhHMKhR,59
bbno$,https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz,41X1TR6hrK8Q2ZCpp2EqCz,i remember,https://open.spotify.com/track/4MWFPLrhkekG6gcix2l3vJ,4MWFPLrhkekG6gcix2l3vJ,53
MIYAVI,https://open.spotify.com/artist/7sBtBCNVRujQhaHDODkfTN,7sBtBCNVRujQhaHDODkfTN,Flashback,https://open.spotify.com/track/1ylnqO4n7fgBRYz8AD6tdH,1ylnqO4n7fgBRYz8AD6tdH,62
Y2K,https://open.spotify.com/artist/6USMTwO0MNDnKte5a5h0xx,6USMTwO0MNDnKte5a5h0xx,Lalala,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCD,51Fjme0JiitpyXKuyQiCDo,75
bbno$,https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz,41X1TR6hrK8Q2ZCpp2EqCz,imma,https://open.spotify.com/track/3FxAHJDCXMx9ox4TEQpiIY,3FxAHJDCXMx9ox4TEQpiIY,53
