artist_name,artist_id,track_name,track_id,track_popularity,track_url
Harry Styles,6KImCVD70vtIoJWnq6nGn3,As It Was,4Dvkj6JhhA12EX05fT7y2e,93,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,92,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,89,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,87,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Matilda,6uvh0In7u1Xn4HgxOfAn8O,86,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Daylight,51Zw1cKDgkad0CXv23HCMU,85,https://api.spotify.com/v1/tracks/51Zw1cKDgkad0CXv23HCMU
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Adore You,3jjujdWJ72nww5eGnfs2E7,85,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Little Freak,3i058E8uxTsYqJ5NWZzqSj,84,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Satellite,0rzaRSujxA0bKyjJl6vHYq,84,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,87,https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,Wet Dreamz,4tqcoej1zPvwePZCzuAjJd,83,https://api.spotify.com/v1/tracks/4tqcoej1zPvwePZCzuAjJd
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW,82,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,Work Out,2wAJTrFhCnQyNSD3oUgTZO,80,https://api.spotify.com/v1/tracks/2wAJTrFhCnQyNSD3oUgTZO
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,79,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,p r i d e . i s . t h e . d e v i l (with Lil Baby),5W8jRrZ6tWrTrqnKRtIQBf,78,https://api.spotify.com/v1/tracks/5W8jRrZ6tWrTrqnKRtIQBf
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG,78,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,76,https://api.spotify.com/v1/tracks/2uwnP6tZVVmTovzX5ELooy
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,81,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,78,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,76,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Want to Want Me,7oGZAicScQt96OAW4AruYy,75,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,71,https://api.spotify.com/v1/tracks/4Lt6GXGzYsa1tgkv3nGSTm
The Streets,4GvOygVQquMaPm8oAc0vXi,Fit but You Know It,312A8WfROSLvZbMDHBUPDp,59,https://api.spotify.com/v1/tracks/312A8WfROSLvZbMDHBUPDp
The Streets,4GvOygVQquMaPm8oAc0vXi,Has It Come to This?,35zEswqAFI1D41cmoBXOFK,54,https://api.spotify.com/v1/tracks/35zEswqAFI1D41cmoBXOFK
The Streets,4GvOygVQquMaPm8oAc0vXi,Blinded by the Lights,6DoenX36UcAKSp6wR9UKxM,54,https://api.spotify.com/v1/tracks/6DoenX36UcAKSp6wR9UKxM
The Streets,4GvOygVQquMaPm8oAc0vXi,Take Me As I Am,5UjccMIJkNhont0TGSU0iD,54,https://api.spotify.com/v1/tracks/5UjccMIJkNhont0TGSU0iD
The Streets,4GvOygVQquMaPm8oAc0vXi,Dry Your Eyes,3PEx44by2Pe7E6M8tgqE5N,53,https://api.spotify.com/v1/tracks/3PEx44by2Pe7E6M8tgqE5N
The Streets,4GvOygVQquMaPm8oAc0vXi,Don't Mug Yourself,2phF2CRhoSnpJUxxvHUf8Z,50,https://api.spotify.com/v1/tracks/2phF2CRhoSnpJUxxvHUf8Z
The Streets,4GvOygVQquMaPm8oAc0vXi,Brexit at Tiffany's,49BeIQzb05PWsS2YfSt87Q,49,https://api.spotify.com/v1/tracks/49BeIQzb05PWsS2YfSt87Q
The Streets,4GvOygVQquMaPm8oAc0vXi,Wrong Answers Only,4aHi701FKuFYj7QSeSEftV,48,https://api.spotify.com/v1/tracks/4aHi701FKuFYj7QSeSEftV
The Streets,4GvOygVQquMaPm8oAc0vXi,Turn the Page,42F4K181FFdhkbDAaoxDye,48,https://api.spotify.com/v1/tracks/42F4K181FFdhkbDAaoxDye
